Video ID number,main entry gloss label,entry/variant gloss label,occurrence label,start frame of video clip containing the sign (relative to full videos),end frame of video clip containing the sign (relative to full videos),start frame of the sign (relative to full videos),end frame of the sign (relative to full videos),Dominant start handshape,Non-dominant start handshape,Dominant end handshape,Non-dominant end handshape,full video file,sign type,Class Label
6949,POSS-1p,POSS-1p,POSS-1p+,2336,2495,2386,2445,B-L,,B-L,,ASL_2008_02_15_scene5-camera1.mov,Lexical Signs,POSS-1p
6950,POSS-1p,POSS-1p,POSS-1p+,3210,3338,3260,3288,B-L,,B-L,,ASL_2008_06_10_scene21-camera1.mov,Lexical Signs,POSS-1p
6951,POSS-1p,POSS-1p,POSS-1p+,4874,5006,4924,4956,B-L,,B-L,,ASL_2011_06_08_Brady_scene27-camera1.mov,Lexical Signs,POSS-1p
6952,POSS-1p,POSS-1p,POSS-1p+,3004,3128,3054,3078,B-L,,B-L,,ASL_2011_07_19_Brady_scene2-camera1.mov,Lexical Signs,POSS-1p
6953,POSS-1p-pl,POSS-1p-pl,POSS-1p-pl,276,420,326,370,crvd-flat-B,,crvd-flat-B,,ASL_2008_02_15_scene28-camera1.mov,Lexical Signs,POSS-1p-pl
6954,POSS-1p-pl,POSS-1p-pl,POSS-1p-pl,1872,1990,1922,1940,crvd-B,,crvd-B,,ASL_2011_07_19_Brady_scene23-camera1.mov,Lexical Signs,POSS-1p-pl
6955,POSS-1p-pl,POSS-1p-pl,POSS-1p-pl,1930,2046,1980,1996,B-L,,B-L,,ASL_2006_10_10_scene20-camera1.mov,Lexical Signs,POSS-1p-pl
6956,POSS-1p-pl,POSS-1p-pl,POSS-1p-pl,1880,2001,1930,1951,crvd-flat-B,,crvd-flat-B,,ASL_2007_05_24_scene22-camera1.mov,Lexical Signs,POSS-1p-pl
6959,POSS-pl,POSS-2p-pl-arc,POSS-2p-pl-arc,2686,2825,2736,2775,B-L,,B-L,,ASL_2011_07_22_Brady_scene36-camera1.mov,Lexical Signs,POSS-pl
6960,POSS-pl,POSS-pl-arc,POSS-pl-arc,865,995,915,945,B-L,,B-L,,ASL_2008_03_28_scene9-camera1.mov,Lexical Signs,POSS-pl
6961,POSS-pl,POSS-pl-arc,POSS-pl-arc,1265,1420,1315,1370,B-L,,B-L,,ASL_2008_03_28_scene48-camera1.mov,Lexical Signs,POSS-pl
6962,POSS-pl,POSS-pl-arc,POSS-pl-arc,4252,4378,4302,4328,B-L,,B-L,,ASL_2011_07_19_Brady_scene113-camera1.mov,Lexical Signs,POSS-pl
6947,POSS-pl-2,POSS:i/j,POSS+:i/j,1085,1216,1135,1166,B-L,,B-L,,ASL_2008_03_28_scene9-camera1.mov,Lexical Signs,POSS-pl-2
6941,POSS-pl-4,POSS:i/j/k/l,POSS+++:i/j/k/l,4467,4626,4517,4576,B-L,,B-L,,ASL_2011_07_19_Brady_scene113-camera1.mov,Lexical Signs,POSS-pl-4
6966,POSTER,POSTER,POSTER,4340,4495,4390,4445,10,10,10,10,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,POSTER
6967,POSTER,POSTER,POSTER,663,797,713,747,10,10,10,10,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,POSTER
6968,POSTER,POSTER,POSTER++,923,1083,973,1033,A,A,A,A,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,POSTER
6969,POSTER,POSTER-pl,POSTER-pl,4521,4692,4571,4642,10,10,10,10,ASL_2010_08_10_Liz_additional_lexicon_signs_scene2-camera1.mov,Lexical Signs,POSTER
6970,POSTPONE,POSTPONE,POSTPONE,2005,2145,2055,2095,F,F,F,F,ASL_2008_02_15_scene45-camera1.mov,Lexical Signs,POSTPONE
6972,POSTPONE,POSTPONE,POSTPONE,1476,1598,1526,1548,F,F,F,F,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,POSTPONE
207874,POSTPONE,POSTPONE,POSTPONE,1451,1581,1501,1531,F,F,F,F,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,POSTPONE
207875,POSTPONE,POSTPONE,POSTPONE,1557,1714,1607,1664,F,F,F,F,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,POSTPONE
6974,POSTPONE,POSTPONE,POSTPONE++,1871,2030,1921,1980,F,F,F,F,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,POSTPONE
6975,POSTPONE,POSTPONE,POSTPONE++,116,266,166,216,F,F,F,F,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,POSTPONE
6976,POTATO,POTATO,POTATO+,2270,2400,2320,2350,crvd-V,S,crvd-V,S,ASL_2008_02_15_scene45-camera1.mov,Lexical Signs,POTATO
6977,POTATO,POTATO,POTATO+,1687,1820,1737,1770,crvd-V,S,crvd-V,S,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,POTATO
6978,POTATO,POTATO,POTATO+,1698,1822,1748,1772,crvd-V,A,crvd-V,A,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,POTATO
6979,POTATO,POTATO,POTATO+,1829,1984,1879,1934,crvd-V,S,crvd-V,S,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,POTATO
6980,POUND/WEIGH,POUND/WEIGH,POUND/WEIGH+,1756,1916,1806,1866,U,U,U,U,ASL_2008_03_28_scene38-camera1.mov,Lexical Signs,POUND/WEIGH
6981,POUND/WEIGH,POUND/WEIGH,POUND/WEIGH++,2934,3084,2984,3034,U,U,U,U,ASL_2011_07_22_Brady_scene26-camera1.mov,Lexical Signs,POUND/WEIGH
6982,POUR,POUR,POUR,2041,2156,2091,2106,C,,C,,ASL_2011_07_19_Brady_scene39-camera1.mov,Lexical Signs,POUR
6983,POWER,POWER,POWER,3845,3991,3895,3941,crvd-5,S,crvd-5,S,ASL_2008_02_15_scene45-camera1.mov,Lexical Signs,POWER
6984,POWER,POWER,POWER,389,508,439,458,crvd-B,S,crvd-B,S,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,POWER
6985,POWERFUL,POWERFUL,POWERFUL,236,380,286,330,B-xd,S,B-xd,S,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,POWERFUL
6986,POWERFUL,POWERFUL,POWERFUL,755,872,805,822,B,S,B,S,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,POWERFUL
6987,PRACTICE,PRACTICE,PRACTICE+,956,1085,1006,1035,10,1,10,1,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,PRACTICE
6988,PRACTICE,PRACTICE,PRACTICE+,1935,2083,1985,2033,10,1,10,1,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,PRACTICE
6989,PRACTICE,PRACTICE,PRACTICE++,420,570,470,520,A,1,A,1,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,PRACTICE
6990,PRACTICE,PRACTICE,PRACTICE++,2095,2264,2145,2214,A,1,A,1,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,PRACTICE
445,PRAY,(B-L)PRAY,(B-L)PRAY+,751,902,801,852,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,PRAY
446,PRAY,(B-L)PRAY,(B-L)PRAY+,1396,1528,1446,1478,B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,PRAY
6991,PRAY,PRAY,PRAY+,1102,1247,1152,1197,A,bent-B,A,bent-B,ASL_2008_03_28_scene45-camera1.mov,Lexical Signs,PRAY
6992,PRAY,PRAY,PRAY+,1782,1910,1832,1860,bent-B,A,bent-B,A,ASL_2011_07_22_Brady_scene33-camera1.mov,Lexical Signs,PRAY
39465,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,1225,1381,1275,1331,bent-B-L,B-L,B-L,B-L,ASL_2008_02_15_scene47-camera1.mov,Compound Signs,PRE-SCHOOL
39466,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,BEFORE_2+SCHOOL,2208,2345,2258,2295,bent-B-L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene41-camera1.mov,Compound Signs,PRE-SCHOOL
40743,PRE+SCHOOL,PRE+SCHOOL,PRE+SCHOOL,1460,1620,1510,1570,K,B-L,B-L,B-L,ASL_2008_02_15_scene47-camera1.mov,Compound Signs,PRE-SCHOOL
6993,PREACH,PREACH,PREACH+,955,1100,1005,1050,F,,F,,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,PREACH
6994,PREACH,PREACH,PREACH+,1600,1731,1650,1681,F,,F,,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,PREACH
40746,PREACH+AGENT,PREACH+AGENT,PREACH++AGENT,1135,1291,1185,1241,F,,B-L,B-L,ASL_2008_02_15_scene46-camera1.mov,Compound Signs,PREACH+AGENT
40747,PREACH+AGENT,PREACH+AGENT,PREACH++AGENT,1819,1958,1869,1908,F,,B-L,B-L,ASL_2011_07_19_Brady_scene40-camera1.mov,Compound Signs,PREACH+AGENT
6995,PREDICT,PREDICT,PREDICT,1357,1490,1407,1440,V,psv,V,psv,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,PREDICT
6996,PREDICT,PREDICT,PREDICT,2026,2163,2076,2113,V,psv,V,psv,ASL_2011_07_19_Brady_scene40-camera1.mov,Lexical Signs,PREDICT
40750,PREDICT+AGENT,PREDICT+AGENT,PREDICT+AGENT,1292,1442,1342,1392,V,flat-B,B-L,B-L,ASL_2008_02_15_scene50-camera1.mov,Compound Signs,PREDICT+AGENT
40751,PREDICT+AGENT,PREDICT+AGENT,PREDICT+AGENT,356,489,406,439,V,bent-B-L,B-L,B-L,ASL_2011_07_19_Brady_scene45-camera1.mov,Compound Signs,PREDICT+AGENT
6997,PREGNANT,PREGNANT,PREGNANT,225,365,275,315,5,5,5,5,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs,PREGNANT
6998,PREGNANT,PREGNANT,PREGNANT,341,471,391,421,5,5,5,5,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,PREGNANT
240,PREGNANT_2,PREGNANT_2,PREGNANT_2,2826,2955,2876,2905,5,,5,,ASL_2008_02_15_scene46-camera1.mov,Lexical Signs,PREGNANT_2
241,PREGNANT_2,PREGNANT_2,PREGNANT_2,93,208,143,158,crvd-5,,crvd-5,,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,PREGNANT_2
6999,PRESBYTERIAN,PRESBYTERIAN,PRESBYTERIAN+,706,850,756,800,K,B-L,K,B-L,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs,PRESBYTERIAN
7000,PRESIDENT,PRESIDENT,PRESIDENT,1890,2021,1940,1971,crvd-5,crvd-5,S,S,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs,PRESIDENT
7001,PRESIDENT,PRESIDENT,PRESIDENT,2960,3091,3010,3041,5,5,S,S,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,PRESIDENT
7002,PRESIDENT,PRESIDENT,PRESIDENT,2070,2188,2120,2138,5-C-tt,5-C-tt,S,S,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,PRESIDENT
7003,PRESIDENT,PRESIDENT,PRESIDENT,2230,2367,2280,2317,5,5,S,S,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,PRESIDENT
7004,PRESS-BUTTONS,PRESS-BUTTONS,PRESS-BUTTONS,80,227,130,177,25,25,25,25,ASL_2008_03_28_scene19-camera1.mov,Lexical Signs,PRESS-BUTTONS
207878,PRESSURE,PRESSURE,PRESSURE,3160,3295,3210,3245,5,S,5,S,ASL_2008_02_29_scene53-camera1.mov,Lexical Signs,PRESSURE
7006,PRESSURE,PRESSURE,PRESSURE+,2105,2246,2155,2196,5,S,5,S,ASL_2008_02_15_scene47-camera1.mov,Lexical Signs,PRESSURE
7007,PRESSURE,PRESSURE,PRESSURE+,3176,3310,3226,3260,5,S,5,S,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,PRESSURE
7008,PRESSURE,PRESSURE,PRESSURE+,2304,2432,2354,2382,5,S,5,S,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,PRESSURE
7009,PRESSURE,PRESSURE,PRESSURE+,2480,2643,2530,2593,5,S,5,S,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,PRESSURE
7010,PRESSURE,PRESSURE,PRESSURE++,2684,2818,2734,2768,5,S,5,S,ASL_2011_07_19_Brady_scene105-camera1.mov,Lexical Signs,PRESSURE
7011,PREVENT,PREVENT,PREVENT,215,357,265,307,B,B,B,B,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PREVENT
7012,PREVENT,PREVENT,PREVENT,490,606,540,556,B-xd,B-xd,B-xd,B-xd,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PREVENT
7013,PREVENT,PREVENT,PREVENT,749,873,799,823,B,B,B,B,ASL_2011_07_22_Brady_scene50-camera1.mov,Lexical Signs,PREVENT
7014,PRICE,PRICE,PRICE,1931,2055,1981,2005,X,B-L,X,B-L,ASL_2008_01_11_scene70-camera1.mov,Lexical Signs,PRICE
7015,PRICE,PRICE,PRICE,181,306,231,256,X,B-L,X,B-L,ASL_2008_05_12a_scene44-camera1.mov,Lexical Signs,PRICE
7016,PRICE,PRICE,PRICE,252,380,302,330,X,B-L,X,B-L,ASL_2008_08_04_scene45-camera1.mov,Lexical Signs,PRICE
7017,PRICE,PRICE,PRICE,17110,17225,17160,17175,X,B-L,X,B-L,ASL_2011_06_08_Brady_scene26-camera1.mov,Lexical Signs,PRICE
7018,PRICE,PRICE,PRICE,1116,1229,1166,1179,X,B-L,X,B-L,ASL_2006_10_10_scene6-camera1.mov,Lexical Signs,PRICE
7019,PRICE,PRICE,PRICE,1320,1458,1370,1408,X,B-L,X,B-L,ASL_2007_05_24_scene10-camera1.mov,Lexical Signs,PRICE
207959,PRIEST,PRIEST,PRIEST,2315,2450,2365,2400,G,,G,,ASL_2008_05_12a_scene49-camera1.mov,Lexical Signs,PRIEST
7021,PRIEST,PRIEST,PRIEST+,376,522,426,472,G,,G,,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRIEST
7022,PRIEST,PRIEST,PRIEST+,752,883,802,833,G,,G,,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRIEST
7023,PRINCE,PRINCE,PRINCE,1955,2095,2005,2045,K,,K,,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRINCE
7024,PRINCE,PRINCE,PRINCE,1255,1379,1305,1329,K,,K,,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRINCE
7025,PRINCESS,PRINCESS,PRINCESS,2200,2360,2250,2310,K,,K,,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRINCESS
7026,PRINCESS,PRINCESS,PRINCESS,1454,1583,1504,1533,K,,K,,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRINCESS
7027,PRINCIPAL,PRINCIPAL,PRINCIPAL,2435,2570,2485,2520,K,A,K,A,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRINCIPAL
7028,PRINCIPAL,PRINCIPAL,PRINCIPAL,1678,1800,1728,1750,K,S,K,S,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRINCIPAL
7029,PRINCIPAL,PRINCIPAL,PRINCIPAL,2545,2667,2595,2617,K,A,K,A,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,PRINCIPAL
7030,PRINCIPAL,PRINCIPAL,PRINCIPAL,2748,2901,2798,2851,K,fanned-flat-O,K,fanned-flat-O,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,PRINCIPAL
7032,PRINT,PRINT,PRINT,2637,2772,2687,2722,L,B-L,flat-G,B-L,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRINT
207879,PRINT,PRINT,PRINT,1900,2015,1950,1965,L,B-L,,B-L,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRINT
7033,PRINT,PRINT,PRINT+,2160,2320,2210,2270,sml-C-3,B-L,flat-G,B-L,ASL_2008_02_15_scene18-camera1.mov,Lexical Signs,PRINT
7034,PRINT,PRINT,PRINT+,1112,1235,1162,1185,L,B-L,flat-G,B-L,ASL_2006_10_10_scene19-camera1.mov,Lexical Signs,PRINT
7035,PRINT,PRINT,PRINT++,1007,1164,1057,1114,crvd-L,B-L,flat-G,B-L,ASL_2007_05_24_scene21-camera1.mov,Lexical Signs,PRINT
40754,PRINT+AGENT,PRINT+AGENT,PRINT+AGENT,2816,2965,2866,2915,L,B-L,B-L,B-L,ASL_2008_02_15_scene48-camera1.mov,Compound Signs,PRINT+AGENT
40755,PRINT+AGENT,PRINT+AGENT,PRINT+AGENT,2451,2582,2501,2532,L,B-L,B-L,B-L,ASL_2011_07_19_Brady_scene42-camera1.mov,Compound Signs,PRINT+AGENT
7036,PRIORITY,PRIORITY,PRIORITY,3195,3350,3245,3300,B-L,5,B-L,5,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRIORITY
7037,PRIORITY,PRIORITY,PRIORITY,2164,2286,2214,2236,5,5,5,5,ASL_2011_07_19_Brady_scene42-camera1.mov,Lexical Signs,PRIORITY
7038,PRISON,PRISON,PRISON,3456,3585,3506,3535,4,5,4,5,ASL_2008_02_15_scene48-camera1.mov,Lexical Signs,PRISON
207960,PRISON,PRISON,PRISON,55,170,105,120,4,4,4,4,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PRISON
7040,PRISON,PRISON,PRISON+,300,435,350,385,4,5,4,5,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PRISON
7041,PRISON,PRISON,PRISON+,322,450,372,400,4,4,4,4,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PRISON
207961,PRISON,PRISON,PRISON+++,2060,2195,2110,2145,4,4,4,4,ASL_2011_07_22_Brady_scene48-camera1.mov,Lexical Signs,PRISON
40758,PRISON+AGENT,PRISON+AGENT,PRISON++AGENT,560,722,610,672,4,4,B-L,B-L,ASL_2008_02_15_scene49-camera1.mov,Compound Signs,PRISON+AGENT
40759,PRISON+AGENT,PRISON+AGENT,PRISON++AGENT,576,719,626,669,4,4,B-L,B-L,ASL_2011_07_19_Brady_scene43-camera1.mov,Compound Signs,PRISON+AGENT
7043,PRIZE-DRAWING,PRIZE-DRAWING,PRIZE-DRAWING,4892,5071,4942,5021,crvd-sprd-B,C,flat-O,C,ASL_2010_08_10_Liz_additional_lexicon_signs_scene15-camera1.mov,Lexical Signs,PRIZE-DRAWING
7044,PRIZE-DRAWING,PRIZE-DRAWING,PRIZE-DRAWING,1695,1821,1745,1771,flat-O,C,flat-O,C,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PRIZE-DRAWING
7045,PROBLEM,PROBLEM,PROBLEM+,3002,3160,3052,3110,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_01_scene18-camera1.mov,Lexical Signs,PROBLEM
7046,PROBLEM,PROBLEM,PROBLEM+,1155,1300,1205,1250,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PROBLEM
7047,PROBLEM,PROBLEM,PROBLEM+,2179,2314,2229,2264,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PROBLEM
7048,PROBLEM,PROBLEM,PROBLEM+,156,288,206,238,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs,PROBLEM
7049,PROBLEM,PROBLEM,PROBLEM+,110,270,160,220,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2007_05_24_scene25-camera1.mov,Lexical Signs,PROBLEM
7050,PROBLEM,PROBLEM_2,PROBLEM_2,1000,1130,1050,1080,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PROBLEM
7051,PROBLEM,PROBLEM_2,PROBLEM_2,1969,2095,2019,2045,crvd-V,crvd-V,crvd-V,crvd-V,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PROBLEM
242,PROCEED,(1h)PROCEED,(1h)PROCEED,1290,1417,1340,1367,bent-B-L,,bent-B-L,,ASL_2008_05_29a_scene38-camera1.mov,Lexical Signs,PROCEED
7052,PROCEED,PROCEED,PROCEED,2180,2325,2230,2275,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_02_01_scene3-camera1.mov,Lexical Signs,PROCEED
7053,PROCEED,PROCEED,PROCEED,1620,1775,1670,1725,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_02_01_scene7-camera1.mov,Lexical Signs,PROCEED
7054,PROCEED,PROCEED,PROCEED,3230,3362,3280,3312,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_13_scene3-camera1.mov,Lexical Signs,PROCEED
7055,PROCEED,PROCEED,PROCEED,2286,2410,2336,2360,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2008_08_13_scene6-camera1.mov,Lexical Signs,PROCEED
7056,PROCEED,PROCEED,PROCEED,2250,2374,2300,2324,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_14_Brady_scene25-camera1.mov,Lexical Signs,PROCEED
7057,PROCEED,PROCEED,PROCEED,9094,9216,9144,9166,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_06_14_Brady_scene26-camera1.mov,Lexical Signs,PROCEED
7058,PROCEED,PROCEED,PROCEED,246,360,296,310,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2006_10_10_scene12-camera1.mov,Lexical Signs,PROCEED
7059,PROCEED,PROCEED,PROCEED,123,260,173,210,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2007_05_24_scene16-camera1.mov,Lexical Signs,PROCEED
613,PROFESSION,(P)PROFESSION,(P)PROFESSION,1295,1435,1345,1385,K,V,K,V,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,PROFESSION
614,PROFESSION,(P)PROFESSION,(P)PROFESSION+,1430,1570,1480,1520,K,V,K,V,ASL_2010_08_10_Liz_additional_lexicon_signs_scene3-camera1.mov,Lexical Signs,PROFESSION
7060,PROGRAM,PROGRAM,PROGRAM,2085,2229,2135,2179,K,5,K,5,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PROGRAM
7061,PROGRAM,PROGRAM,PROGRAM,2660,2789,2710,2739,K,B-L,K,B-L,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,PROGRAM
7062,PROGRESS,PROGRESS,PROGRESS+,1595,1741,1645,1691,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PROGRESS
7063,PROGRESS,PROGRESS,PROGRESS+,2365,2516,2415,2466,bent-B-L,flat-B,bent-B-L,flat-B,ASL_2008_02_15_scene49-camera1.mov,Lexical Signs,PROGRESS
7064,PROGRESS,PROGRESS,PROGRESS+,2647,2790,2697,2740,bent-B,bent-B,bent-B,bent-B,ASL_2011_07_19_Brady_scene43-camera1.mov,Lexical Signs,PROGRESS
7065,PROGRESS,PROGRESS,PROGRESS++,2984,3135,3034,3085,bent-B-L,bent-B-L,bent-B-L,bent-B-L,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,PROGRESS
7066,PROJECT,PROJECT,PROJECT,190,335,240,285,K,B-L,I,B-L,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROJECT
7067,PROJECT,PROJECT,PROJECT,3263,3396,3313,3346,K,B-L,I,B-L,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,PROJECT
7068,PROMISCUOUS,PROMISCUOUS,PROMISCUOUS,1258,1420,1308,1370,4,V,4,V,ASL_2010_08_10_Liz_additional_lexicon_signs_scene22-camera1.mov,Lexical Signs,PROMISCUOUS
7069,PROMISCUOUS,PROMISCUOUS,PROMISCUOUS,3778,3894,3828,3844,4,V,4,V,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,PROMISCUOUS
7070,PROMISE,PROMISE,PROMISE,755,896,805,846,1,S,5,S,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROMISE
7071,PROMISE,PROMISE,PROMISE,4287,4402,4337,4352,1,S,5,S,ASL_2011_07_19_Brady_scene44-camera1.mov,Lexical Signs,PROMISE
7072,PROMISE,PROMISE,PROMISE,422,540,472,490,L,S,5,S,ASL_2006_10_10_scene22-camera1.mov,Lexical Signs,PROMISE
7073,PROMISE,PROMISE,PROMISE,355,502,405,452,1,S,5,S,ASL_2007_05_24_scene25-camera1.mov,Lexical Signs,PROMISE
7074,PROPORTION,PROPORTION,PROPORTION,1825,1980,1875,1930,K,K,K,K,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROPORTION
7075,PROPORTION,PROPORTION,PROPORTION,628,751,678,701,K,K,K,K,ASL_2011_07_19_Brady_scene45-camera1.mov,Lexical Signs,PROPORTION
7076,PROTEST,PROTEST,PROTEST,332,462,382,412,S,,S,,ASL_2008_01_18_scene20-camera1.mov,Lexical Signs,PROTEST
7077,PROTEST,PROTEST,PROTEST,1827,1980,1877,1930,S,,S,,ASL_2008_02_29_scene49-camera1.mov,Lexical Signs,PROTEST
7078,PROTEST,PROTEST,PROTEST,2582,2715,2632,2665,S,,S,,ASL_2008_05_12b_scene18-camera1.mov,Lexical Signs,PROTEST
7079,PROTEST,PROTEST,PROTEST,2905,3025,2955,2975,S,,S,,ASL_2008_08_06_scene19-camera1.mov,Lexical Signs,PROTEST
7080,PROTEST,PROTEST,PROTEST,2411,2530,2461,2480,S,,S,,ASL_2011_06_08_Brady_scene36-camera1.mov,Lexical Signs,PROTEST
7081,PROTEST,PROTEST,PROTEST,3097,3217,3147,3167,S,,S,,ASL_2011_07_19_Brady_scene100-camera1.mov,Lexical Signs,PROTEST
7082,PROTESTANT,PROTESTANT,PROTESTANT+,2515,2680,2565,2630,crvd-V,B-L,crvd-V,B-L,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROTESTANT
7083,PROTESTANT,PROTESTANT,PROTESTANT+,252,381,302,331,crvd-V,B-L,crvd-V,B-L,ASL_2008_05_29b_scene15-camera1.mov,Lexical Signs,PROTESTANT
7084,PROTESTANT,PROTESTANT,PROTESTANT+,1108,1231,1158,1181,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_19_Brady_scene45-camera1.mov,Lexical Signs,PROTESTANT
7085,PROTESTANT,PROTESTANT,PROTESTANT++,1598,1739,1648,1689,crvd-V,B-L,crvd-V,B-L,ASL_2011_07_19_Brady_scene41-camera1.mov,Lexical Signs,PROTESTANT
7086,PROUD,PROUD,PROUD,2720,2870,2770,2820,A,,A,,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROUD
7087,PROUD,PROUD,PROUD,1358,1487,1408,1437,10,,10,,ASL_2011_07_19_Brady_scene45-camera1.mov,Lexical Signs,PROUD
7088,PROUD,PROUD,PROUD,2426,2556,2476,2506,10,,10,,ASL_2006_10_10_scene21-camera1.mov,Lexical Signs,PROUD
7089,PROUD,PROUD,PROUD,2615,2763,2665,2713,A,,A,,ASL_2007_05_24_scene23-camera1.mov,Lexical Signs,PROUD
7090,PROVE,PROVE,PROVE,943,1060,993,1010,flat-B,B-L,flat-B,B-L,ASL_2008_02_15_scene50-camera1.mov,Lexical Signs,PROVE
7091,PROVE,PROVE,PROVE,220,350,270,300,B-L,B-L,B-L,B-L,ASL_2008_02_15_scene51-camera1.mov,Lexical Signs,PROVE
